account 2:
Balance: 4173728.97
Balance: 4078827.57
Balance: 3952131.93
Balance: 3922837.11
Balance: 3866616.84
Balance: 3849535.42
Balance: 3760276.70
Balance: 3692058.53
Balance: 3611036.09
Balance: 3596072.28
Balance: 3539823.87
Balance: 3528396.71
Balance: 3504579.31
Balance: 3462942.45
Balance: 3390265.11
Balance: 3319814.37
Balance: 3258254.75
Balance: 3248744.20
