account 9:
Balance: 1562510.06
Balance: 1597041.01
Balance: 1624020.36
Balance: 1639742.68
Balance: 1672424.93
Balance: 1704541.89
Balance: 1736481.16
Balance: 1759411.37
Balance: 1809408.06
Balance: 1856659.53
Balance: 1888931.33
Balance: 1919277.08
Balance: 1940798.33
Balance: 1927510.71
Balance: 1955871.45
Balance: 1976675.61
Balance: 1975986.08
Balance: 2011539.14
