account 1:
Balance: 642535.22
Balance: 689594.79
Balance: 737013.64
Balance: 875390.96
Balance: 914697.56
Balance: 1005751.18
Balance: 1018213.74
Balance: 1100342.51
Balance: 1156499.59
Balance: 1225217.33
Balance: 1282366.47
Balance: 1388071.88
Balance: 1475629.46
Balance: 1582913.07
Balance: 1676796.80
Balance: 1793357.41
Balance: 1904912.73
Balance: 2016708.08
