account 4:
Balance: 1120730.80
Balance: 1199899.07
Balance: 1216114.61
Balance: 1253076.46
Balance: 1310765.09
Balance: 1354199.74
Balance: 1378315.23
Balance: 1417360.17
Balance: 1498513.85
Balance: 1574754.71
Balance: 1649355.51
Balance: 1694538.59
Balance: 1725463.56
Balance: 1821450.70
Balance: 1908048.63
Balance: 2023065.38
Balance: 2111656.89
Balance: 2164242.04
